GEOID,NAME,Median_age,Total_population,Median_income,Renters_occupied_percentage,Bachelors_percentage,Highschool_graduate_percentage,Below_highschool_percentage,White_alone_percentage,Black_or_African_American_percentage,Hispanic_or_Latino_percentage,American_Indian_and_Alaska_Native_percentage,Asian_percentage,Native_Hawaiian_and_other_Pacific_Island_percentage,Some_other_race_alone_percentage,Two_or_more_races_percentage,White_alone_not_hispanic_or_latino_percentage,Male_female_ratio,Areaname,popul_density
1021,"Chilton County, Alabama",39.5,44147,52141,24.312560453226475,5.597209323396833,29.605635717036265,12.424400299001064,82.13468638865609,9.667701089541758,7.7536412440256415,1.1416404285681925,0.4417061181960269,0,3.5585657009536322,3.0557002740843093,7.7536412440256415,0.9510761479648208,"Chilton, AL",63.717976473984265
1023,"Choctaw County, Alabama",46.6,12755,36634,19.21779633793768,5.9662877303018425,26.2328498627989,12.567620540964327,56.863974911799296,42.32065856526852,0.5409643277146217,0.054880439043512357,0.1960015680125441,0,0.0862406899255194,0.47824382595060766,0.5409643277146217,0.8972185036442064,"Choctaw, AL",13.962780514504653
1025,"Clarke County, Alabama",42.9,23866,37345,20.807359958729204,5.870275706025308,29.08740467610827,12.167937651889718,52.459565909662274,45.70937735690941,0.5866085644850414,0.07542110114807676,0.45671666806335376,0,0.19693287521997824,1.1019860889968993,0.5866085644850414,0.906686905808101,"Clarke, AL",19.270551567660096
1027,"Clay County, Alabama",43.4,13285,42678,21.54119647549853,5.336846066992849,28.234851336093335,13.21791494166353,83.31200602182913,15.318027850959728,3.08618742943169,0.1505457282649605,0.24840045163718477,0,0.04516371847948814,0.925856228829507,3.08618742943169,0.9289966603746188,"Clay, AL",21.996489833763825
1029,"Cleburne County, Alabama",43.1,14952,46320,20.634595701125896,7.497324772605672,27.046548956661315,12.55350454788657,93.33199571963617,2.6350989834135903,2.541466024612092,0.1404494382022472,0.006688068485821294,0,1.879347244515784,2.0064205457463884,2.541466024612092,0.9458615304528891,"Cleburne, AL",26.695232994108196
1031,"Coffee County, Alabama",39.5,52238,56799,33.19421584763696,9.558176040430338,18.905777403422796,9.874038056587159,74.6850951414679,17.048891611470577,7.678318465484896,1.0011868754546498,1.6137677552739385,0,1.292162793368812,4.358895822964126,7.678318465484896,0.9769897437838247,"Coffee, AL",76.93712535163556
1033,"Colbert County, Alabama",42.5,54957,47962,25.752986863375387,7.756973633931984,26.29692304892916,10.171588696617356,78.75065960660153,16.210855759957784,2.894990629037247,0.5695361828338519,0.5131284458758666,0.10371745182597303,1.792310351729534,2.0597922011754646,2.894990629037247,0.9277070398821425,"Colbert, AL",92.73564847625798
1035,"Conecuh County, Alabama",45.2,12219,35444,24.684744086376,5.94975038873885,33.75890007365578,10.868319829773304,50.54423438906621,48.05630575333497,0.4828545707504706,0.1636795155086341,0.5728783042802194,0,0,0.6629020378099681,0.4828545707504706,0.9494256541161455,"Conecuh, AL",14.372588689187918
1037,"Coosa County, Alabama",49,10696,43571,18.96820752876926,6.161181750186985,32.55422587883321,13.032909498878084,65.93118922961855,32.26439790575916,1.280852655198205,0.2991772625280479,0,0,0.6357516828721017,0.8694839192221391,1.280852655198205,1.0581104483355783,"Coosa, AL",16.431874395096248
1039,"Covington County, Alabama",43.3,37096,42566,23.210648212741024,6.61796420099202,26.47994392926461,10.416217381927972,84.267845589821,12.688699590252316,1.7710804399396163,0.2102652577097261,0.6604485658831141,0.08626266982963122,0.3585292214794048,1.7279491050248004,1.7710804399396163,0.9460707166089602,"Covington, AL",35.99945655338392
1041,"Crenshaw County, Alabama",42.3,13826,42611,23.912078152753107,9.192825112107624,26.739476348907854,14.83437002748445,71.53189642702156,23.62939389555909,2.205988716910169,0.7522059887169101,1.3235932301461015,0.05786199913207002,0.4194994937075076,2.2855489657167656,2.205988716910169,0.9104601354152273,"Crenshaw, AL",22.70875763747454
1043,"Cullman County, Alabama",41.2,83345,48388,23.6039395091558,7.065810786489892,22.493250944867718,12.360669506269122,93.94084828124063,1.1314415981762553,4.410582518447417,0.3539504469374287,0.36474893514907913,0,0.9094726738256644,3.299538064670946,4.410582518447417,0.9719159608195713,"Cullman, AL",113.41924772739644
1045,"Dale County, Alabama",37.8,49293,45644,43.56096835214351,8.536709066196012,21.0131255959264,9.98721928062808,71.58420059643356,20.678392469519,6.664232243929158,0.8378471588257966,1.3795062179214086,0,2.1930091493721218,3.3270444079281036,6.664232243929158,0.9695141441585424,"Dale, AL",87.84282277465918
1047,"Dallas County, Alabama",39.6,38184,33317,39.991297963179505,6.898177247014456,24.295516446679237,10.766289545359314,27.220825476639433,71.46972553949298,0.28284098051539913,0.1257071024512885,0.6547244919337942,0.028807877645086945,0.002618897967735177,0.4975906138696837,0.28284098051539913,0.8551231598892289,"Dallas, AL",39.01501992438949
1049,"DeKalb County, Alabama",39.6,71430,42267,25.99850152728949,5.832283354332914,22.132157356852865,14.86070278594428,84.77390452190956,1.5301693966120677,14.741705165896683,1.1899762004759906,0.10639787204255916,0.12879742405151898,8.75822483550329,3.512529749405012,14.741705165896683,0.9774105140769039,"DeKalb, AL",91.91985484306836
1051,"Elmore County, Alabama",38.7,81526,62324,23.59952324195471,11.709148001864436,22.02732870495302,8.847484238157152,74.91229791722887,21.134362044010498,2.976964403993818,0.2956112160537743,0.9187253146235556,0,0.7212423030689595,2.0177612050143514,2.976964403993818,0.9347382410176088,"Elmore, AL",131.8145806722825
1053,"Escambia County, Alabama",39.4,36775,35558,33.97480229726072,6.123725356900068,30.063902107409923,13.73215499660095,61.88171312032631,32.01631543167913,2.4146838885112167,3.7824609109449354,0.28008157715839566,0.11692726036709722,0.3725356900067981,1.549966009517335,2.4146838885112167,1.033453137959635,"Escambia, AL",38.91204977356414
1055,"Etowah County, Alabama",41.3,102721,44934,25.83065487148359,7.55833763300591,23.465503645797842,10.310452585157854,79.14447873365718,16.081424440961438,4.076089601931445,0.5149871983333496,0.7865967036925263,0.002920532315690073,1.2655640034656983,2.2040283875741085,4.076089601931445,0.9312088738484677,"Etowah, AL",192.00545804594478
1057,"Fayette County, Alabama",43.9,16406,41469,22.802145787314608,6.430574180177984,30.07436303791296,11.148360355967329,84.62757527733757,12.208947945873462,0.54248445690601,0,0.6582957454589785,0.02438132390588809,0.0060953309764720225,2.474704376447641,0.54248445690601,0.966203259827421,"Fayette, AL",26.138355160437182
1059,"Franklin County, Alabama",39.2,31587,41174,28.35878600425285,6.850919682147719,26.03286162028683,14.22420616076234,82.36616329502644,3.9288314813056004,17.67815873618894,1.032070155443695,0.8642796086997816,0.018995156235160033,10.051603507772185,1.738056795517143,17.67815873618894,0.9796314865881173,"Franklin, AL",49.8359155596226
1061,"Geneva County, Alabama",43.6,26383,41569,27.536790199553124,5.499753629230944,25.588447106091046,12.883296061858015,85.95686616381761,10.150475685100254,4.0745934882310575,1.1825796914679907,0.15919342000530645,0.03790319523935868,1.008224993366941,1.5047568510025395,4.0745934882310575,0.9410682754561507,"Geneva, AL",45.930607057676575
1063,"Greene County, Alabama",44.6,8221,26688,32.05973864343497,4.038438146210923,27.989295706118476,13.38036735190366,17.39447755747476,78.93200340591169,2.688237440700645,0.4622308721566719,0,0,0.47439484247658437,2.7368933219802947,2.688237440700645,0.9021286441462286,"Greene, AL",12.704177033271005
1065,"Hale County, Alabama",40.8,14754,30793,20.577842444398254,7.204825809949844,25.281279652975464,13.13542090280602,38.41670055578149,59.14328317744341,0.06777822963264199,0,0.18977904297139758,0,0.10166734444896298,2.1485698793547514,0.06777822963264199,0.9042333505420753,"Hale, AL",22.912072553343478
1067,"Henry County, Alabama",44.7,17123,51715,15.922038980509745,8.801027857268002,23.015826665887985,13.928634001051218,70.04613677509782,26.589966711440756,2.645564445482684,0.1985633358640425,0.4263271622963266,0.21024353209133914,0.8468142264790048,1.6819482567307131,2.645564445482684,0.9321823516136313,"Henry, AL",30.48153093012906
1069,"Houston County, Alabama",40.2,105319,49069,33.87463335988035,9.59845801802144,21.80803083963957,9.080982538763188,68.22795506983546,27.228705171906302,3.3716613336624923,0.27535392474292386,0.9456983070481109,0.01519194067547166,0.6475564712919796,2.6595391144997578,3.3716613336624923,0.92030267116419,"Houston, AL",181.64085405815595
1071,"Jackson County, Alabama",43,51765,42578,21.07012822542346,7.615184004636337,28.013136288998357,11.853569013812422,91.20254998551145,3.6858881483627934,2.9769149038925917,1.0798802279532502,0.42499758524099296,0.0676132521974307,0.8596542065101903,2.6794165942238966,2.9769149038925917,0.9576809621057408,"Jackson, AL",48.02527206434914
1073,"Jefferson County, Alabama",37.9,658615,55088,33.823969600821734,14.308966543428255,17.993364864146734,6.48178374315799,51.41759601588182,42.89881038239336,3.910782475345991,0.17567167465059255,1.5816524069448767,0.028392915436180468,1.6636426440333123,2.2342339606598696,3.910782475345991,0.8971074522997511,"Jefferson, AL",592.6634151608955
1075,"Lamar County, Alabama",44.3,13854,42688,21.579335793357934,4.987729175689331,29.060199220441753,12.068716616139744,87.42601414753862,11.007651219864298,1.73235166738848,0.08661758336942399,0.151580770896492,0,0.3609065973726,0.9672296809585679,1.73235166738848,0.9757558471192241,"Lamar, AL",22.9048524427544
1077,"Lauderdale County, Alabama",41.3,92870,48428,28.427871070786843,11.030472703779477,24.074512759771725,7.856142995585226,85.94271562399052,10.244427694626898,2.7586949499300095,0.36394960697749545,0.6256056853666415,0.06891353504899321,0.30903413373532895,2.4453537202541185,2.7586949499300095,0.9238896254557507,"Lauderdale, AL",139.0894114123109
1079,"Lawrence County, Alabama",42.6,32969,47125,22.07720077756179,7.234068367254087,28.159786466074195,13.640086141526888,78.24926446055386,10.67669629045467,2.259698504655889,5.966210682762595,0.12132609420971216,0.06672935181534169,0.49440383390457704,4.425369286299251,2.259698504655889,0.9207107486163705,"Lawrence, AL",47.73411710198645
1081,"Lee County, Alabama",32.4,163461,52930,32.981015905592606,12.190063684915668,13.552468172836335,5.853995754338955,69.67655893454709,22.709392454469263,3.727494631747022,0.2128948189476389,4.362508488263255,0.004282367047797334,0.7549201338545586,2.2794428028704092,3.727494631747022,0.9698130942482195,"Lee, AL",269.0538894558383
1083,"Limestone County, Alabama",40,96921,64270,21.715887044621685,12.249151370703975,20.574488500944067,10.330062628326163,78.89827797897256,13.54505215587953,6.025525943809907,0.9254960225338162,1.4568566151814364,0.044366030065723636,2.1099658484745305,3.019985348892397,6.025525943809907,0.9944644510752135,"Limestone, AL",173.09175983141049
1085,"Lowndes County, Alabama",42.5,9936,33634,25.012850827593297,5.605877616747182,28.5829307568438,12.34903381642512,24.798711755233494,74.8792270531401,0.40257648953301123,0.12077294685990338,0,0,0,0.20128824476650561,0.40257648953301123,0.9104018457988848,"Lowndes, AL",13.878839518933944
1087,"Macon County, Alabama",38.7,18437,35450,35.74674718296706,7.116125183055812,19.807994793079136,10.636220643271683,16.271627705158107,82.23680642186906,0.4339100721375495,0.08135813852579053,0.19525953246189726,0,0.06508651082063242,1.149861691164506,0.4339100721375495,0.8361716960462106,"Macon, AL",30.279689270640016
1089,"Madison County, Alabama",38.5,367686,66887,28.302270359400634,18.448893893158836,13.364664414745189,5.722817839134478,67.28295338957697,24.599522418585423,5.007533602040872,0.5640682538905479,2.631593261641727,0.08322318500024478,1.5564911364588263,3.2821483548462544,5.007533602040872,0.9546329275423954,"Madison, AL",458.69584201399715
1091,"Marengo County, Alabama",41.8,19138,33029,30.174309466344862,6.782317901557111,26.00585223116313,9.906991326157383,46.58271501724318,51.766119761730586,2.586477165848051,0.12540495349566308,0.04702685756087365,0,0.224683875013063,1.254049534956631,2.586477165848051,0.8864465253819616,"Marengo, AL",19.59094259274425
1093,"Marion County, Alabama",44.5,29818,40978,21.84365984338508,5.707961633912402,24.6327721510497,13.501911597021934,92.2865383325508,3.7829498960359516,2.5689181031591657,0.45610034207525657,0.06036622174525455,0,1.6131195921926351,1.8009256154000939,2.5689181031591657,0.9802098552264576,"Marion, AL",40.17028385132495
1095,"Marshall County, Alabama",39.2,96137,50216,28.76656863998636,9.400126902233271,20.79116261168957,11.1569947054724,90.27117550994934,2.9395550100377585,14.142317734067008,0.38590761101344956,0.6397120775559878,0.03744656063742368,2.002350811862238,3.7238524189437987,14.142317734067008,0.9749173154748454,"Marshall, AL",169.9013855506857
1097,"Mobile County, Alabama",38.1,413977,49625,33.73971882113304,10.939255079388468,22.66792599588866,8.581877737168973,58.00660423163606,36.10780309050986,2.8972624082980456,0.663804993997251,1.8667703761320074,0.014735118134582354,1.1133468767588537,2.2269353128313893,2.8972624082980456,0.9090389253450526,"Mobile, AL",336.71997006767305
1099,"Monroe County, Alabama",43.5,21006,31969,29.5970695970696,5.979244025516519,32.20032371703323,11.563362848709891,54.38922212701133,42.45453679900981,0.3522803008664191,1.3615157574026469,0.5950680757878701,0.057126535275635534,0.10473198133866514,1.0377987241740456,0.3522803008664191,0.9250366568914956,"Monroe, AL",20.480071757273222
1101,"Montgomery County, Alabama",36.7,226451,51963,40.97754926216178,13.05359658380842,16.27813522572212,8.43582055279067,34.73643304732591,57.91937328605306,3.5314483044897127,0.21108319239040674,3.061589482934498,0.010156722646400326,1.2987357088288416,2.7626285598208886,3.5314483044897127,0.8914735804614022,"Montgomery, AL",288.7484858144724
1103,"Morgan County, Alabama",40.5,119352,52923,26.045922325076276,10.039211743414437,21.962765600911588,11.053019639386017,78.56173336014479,12.682652992827936,8.42884911857363,0.42395602922447884,0.553823982840673,0.16422012199209063,4.128125209464441,3.485488303505597,8.42884911857363,0.9716848661060908,"Morgan, AL",206.01373977284496
1105,"Perry County, Alabama",38.5,9104,23875,16.39344262295082,7.260544815465729,22.682337434094904,13.609402460456943,29.613356766256587,69.09050966608085,1.9551845342706504,0.032952548330404216,0.08787346221441124,0,1.1313708260105448,0.04393673110720562,1.9551845342706504,0.9126050420168067,"Perry, AL",12.650418253063947
1107,"Pickens County, Alabama",42.5,20049,40362,23.711397160377878,6.908075215721482,27.97146989874807,12.304853109880792,56.78088682727318,40.291286348446306,4.932914359818445,0.18953563768766524,0.039902239513192675,0,1.3417128036311037,1.356676143448551,4.932914359818445,0.9139856801909307,"Pickens, AL",22.74650843534791
1109,"Pike County, Alabama",30.8,33274,39218,33.875730149560304,9.301556771052473,19.3724830197752,7.339063533088898,57.79287131093346,37.311414317485124,2.2960870349221616,0.3636472921800805,2.14882490833684,0.009016048566448278,0.12321933040812647,2.25100679208992,2.2960870349221616,0.9274749464171929,"Pike, AL",49.50825038313321
1111,"Randolph County, Alabama",43.6,22732,45141,21.53029753265602,6.822980819989442,24.894421960232272,12.717754707020939,77.26112968502551,19.03484075312335,2.9165933485834947,0.4355094140418793,0.21555516452577864,0,0.7742389582966743,2.2787260249868027,2.9165933485834947,0.9427399367575421,"Randolph, AL",39.15597278442856
1113,"Russell County, Alabama",36.7,57938,42208,38.952083664003666,7.621940695225931,20.13531706306742,9.981359384169284,47.7665780662087,44.91525423728814,5.640512271738755,0.14670855051952086,1.166764472367013,0.05177948841865442,2.6545617729296835,3.2983534122682867,5.640512271738755,0.9229977762288825,"Russell, AL",90.3671584989238
1115,"St. Clair County, Alabama",40.5,88929,62531,18.507368642139532,8.709194975767184,24.419480709329918,9.977622597802743,87.02785368102643,9.444613118330352,2.448020330825715,0.5420054200542005,0.7511610385813401,0.02024086630907803,0.8118836375085743,1.4022422381900168,2.448020330825715,0.990665502652609,"St. Clair, AL",140.7327108719734
1117,"Shelby County, Alabama",39.5,216350,78889,17.694334401122124,19.728680379015483,13.276172868037902,4.639704183036746,79.75964871735613,12.116015715276172,5.710191818812111,0.3854864802403513,1.9556274555119018,0.019875202218627225,2.690547723596025,3.0727987058007855,5.710191818812111,0.9359659248521293,"Shelby, AL",275.6296739836674
1119,"Sumter County, Alabama",35.7,12595,26150,33.738653879088886,6.042080190551806,21.008336641524412,8.955934894799524,25.327510917030565,71.35371179039302,1.1591901548233425,0.06351726875744343,1.9610956728860658,0,0.3096466851925367,0.9845176657403731,1.1591901548233425,0.8384177492336885,"Sumter, AL",13.934217659228446
1121,"Talladega County, Alabama",41.4,80244,43969,25.826367406042255,6.166193111011415,23.399880364887093,12.724938936244454,63.482627984646825,32.28154129903793,2.369024475350182,0.35142814416031104,0.5383580080753702,0.18817606300782613,0.9570809032451024,2.2007875978266287,2.369024475350182,0.9317749584727605,"Talladega, AL",108.9117511333098
1123,"Tallapoosa County, Alabama",45,40450,48160,25.499048826886494,8.447466007416564,23.443757725587144,13.372064276885043,69.85908529048208,27.634116192830653,2.430160692212608,0.1260815822002472,0.41285537700865266,0,0.7441285537700866,1.2237330037082819,2.430160692212608,0.9430300701316169,"Tallapoosa, AL",56.453413721877965
1125,"Tuscaloosa County, Alabama",33.2,208854,54283,34.29018921846317,11.464468001570475,18.14185986382832,6.570618709720666,63.344250050274354,32.22586112786923,3.8141476821128637,0.21689792869660143,1.6446895917722428,0.02154615185727829,0.8517912034244018,1.6949639461058923,3.8141476821128637,0.9283162064094397,"Tuscaloosa, AL",158.01204454666507
1127,"Walker County, Alabama",42,63802,45833,21.641743045505706,5.905770978966177,24.483558509137644,12.828751449797812,89.56145575373813,6.043697689727594,2.5970972696780668,0.29466160935393876,0.37302905865019903,0,1.0219115388232345,2.7052443497069056,2.5970972696780668,0.9651943571736586,"Walker, AL",80.64055410204881
1129,"Washington County, Alabama",43.8,16336,42331,8.461825416563045,4.285014691478942,30.148139079333987,9.653525954946131,65.99534769833497,24.253183153770813,0.8631243878550441,7.486532810969637,0.18364348677766895,0,0.1530362389813908,1.9282566111655242,0.8631243878550441,0.9806013579049466,"Washington, AL",15.122985345442089
1131,"Wilcox County, Alabama",40.9,10552,35063,28.592476181121697,5.278620166793025,27.037528430629266,13.86467020470053,27.179681576952238,70.29946929492039,0.45489006823351025,0.11372251705837756,0.03790750568612585,0,0,2.3692191053828657,0.45489006823351025,0.8574194684034501,"Wilcox, AL",11.876195835678109
1133,"Winston County, Alabama",46.1,23712,40991,19.476881975266082,5.760796221322537,28.05752361673414,15.629217273954115,95.57607962213226,0.8139338731443995,3.1334345479082324,0.2994264507422402,0.37533738191632926,0.06747638326585695,1.1007085020242915,1.767037786774629,3.1334345479082324,0.9653543307086614,"Winston, AL",38.68315442591928
2013,"Aleutians East Borough, Alaska",44.1,3389,75833,34.39244310863032,8.173502508114488,31.77928592505164,10.445559161994689,14.753614635585718,3.8064325759811153,8.734139864266744,40.77899085275893,24.048391856004724,0.3245795219828858,5.163765122455001,11.124225435231631,8.734139864266744,1.3649685973482206,"Aleutians East, AK",0.48539517669873994
2016,"Aleutians West Census Area, Alaska",39.7,5708,87443,74.56179775280899,10.599159074982481,31.34197617379117,6.044148563419761,26.454099509460406,2.9257182901191308,13.822704975473021,10.774351786965662,40.960056061667835,2.9782761037140855,5.536089698668535,10.371408549404345,13.822704975473021,1.7641646489104117,"Aleutians West, AK",1.3001448654755505
2020,"Anchorage Municipality, Alaska",33.9,292090,84813,35.67938273845749,14.959430312574892,15.6246362422541,3.9559724742373925,61.19175596562704,5.3089801088705535,9.384436303878942,7.504878633297957,9.816152555719128,2.852545448320723,2.3557807525077887,10.969906535656818,9.384436303878942,1.0406466577241225,"Anchorage, AK",171.3459417603304
2050,"Bethel Census Area, Alaska",28.1,18263,54400,37.10079544105426,3.0608333789629305,26.222416908503533,8.914198105459125,10.266659365931117,0.7939549909653398,1.938345288287795,83.19553194984395,1.160816952307945,0.24639982478234682,0.2683020314296665,4.068334884739637,1.938345288287795,1.074869347875483,"Bethel, AK",0.4501602169090461
2060,"Bristol Bay Borough, Alaska",44.8,739,79808,41.74603174603175,15.426251691474965,22.73342354533153,4.7361299052774015,51.96211096075778,0.5412719891745602,10.148849797023004,30.446549391069013,2.3004059539918806,1.2178619756427604,2.841677943166441,10.690121786197563,10.148849797023004,1.2738461538461539,"Bristol Bay, AK",1.466735471578279
2063,"Chugach Census Area, Alaska",39.2,6495,90776,30.886604561516222,11.762894534257121,17.33641262509623,3.140877598152425,75.25789068514241,1.1085450346420322,5.619707467282526,6.158583525789068,5.727482678983834,0.9545804464973057,3.4795996920708236,7.313317936874519,5.619707467282526,1.2227926078028748,NA,NA
2066,"Copper River Census Area, Alaska",39.7,2894,64745,21.878335112059766,11.2992398064962,22.460262612301314,2.9716655148583278,57.256392536281965,0.17277125086385625,4.2847270214236355,28.47270214236351,0.55286800276434,0,0.24187975120939878,13.303386316516933,4.2847270214236355,0.9039473684210526,NA,NA
2068,"Denali Borough, Alaska",43.8,2502,76364,14.888337468982629,19.104716227018383,22.50199840127898,1.6786570743405276,81.17505995203837,2.158273381294964,1.4788169464428458,1.7186250999200638,2.038369304556355,0,0.3996802557953637,12.509992006394885,1.4788169464428458,1.187062937062937,"Denali, AK",0.1962135952024129
2070,"Dillingham Census Area, Alaska",30.2,4934,57436,31.93976174421218,5.006080259424403,23.611674098094852,7.924604783137414,16.538305634373735,1.4997973246858534,3.0198621807863804,74.01702472638833,0.40535062829347385,0.06080259424402108,0.6890960680989056,6.789623023915688,3.0198621807863804,1.0498545907769008,"Dillingham, AK",0.26571481809790415
2090,"Fairbanks North Star Borough, Alaska",31.5,98455,76464,38.23494451108157,11.807424711797267,15.096236859478951,3.478746635518765,73.89873546290183,4.700624650855721,8.182418363719465,7.734497994007415,3.269513991163476,0.5667563861662689,1.6769082321872935,8.152963282717993,8.182418363719465,1.171194813213955,"Fairbanks North Star, AK",13.416759672999273
2100,"Haines Borough, Alaska",40.9,2547,65014,34.14829659318637,10.914801727522576,22.340007852375344,1.3349038084020417,77.11032587357676,0,5.1825677267373385,6.438947781703966,1.76678445229682,0.15704750687082844,0.03926187671770711,14.487632508833922,5.1825677267373385,1.25,"Haines, AK",1.0985077201759683
2105,"Hoonah-Angoon Census Area, Alaska",52.1,2135,59926,26.16632860040568,11.943793911007026,29.7423887587822,4.918032786885246,48.99297423887588,3.3723653395784545,9.274004683840749,33.34894613583138,2.2950819672131146,0,0.9836065573770493,11.00702576112412,9.274004683840749,1.1653144016227182,"Hoonah-Angoon, AK",0.2837239465668738
2110,"Juneau City and Borough, Alaska",38.5,32099,88077,31.008247554504187,17.826100501573258,15.171812205987726,2.6511729337362535,66.3572073896383,0.8660705940995047,6.925449390946758,10.07196485871834,6.810181002523443,1.1620299697809902,1.3801052992305056,13.35244088600891,6.925449390946758,1.054336,"Juneau, AK",11.88002649957623
2122,"Kenai Peninsula Borough, Alaska",40.9,58809,69245,24.775513804357413,11.307793024877144,21.884405448145692,4.909112550800048,81.4348143991566,0.6461596014215512,4.245948749341087,7.905252597391556,1.6596099236511417,0.3604890407930759,1.4861670832695675,6.507507354316516,4.245948749341087,1.0843907280073721,"Kenai Peninsula, AK",3.6583385846511396
2130,"Ketchikan Gateway Borough, Alaska",40,13833,74678,33.24380781856162,11.862936456300153,21.506542326321114,4.28685028554905,65.04012144870961,0.6795344466131714,5.4796501120508925,14.703968770331816,8.277307886937034,0.18072724643967325,1.3807561627991036,9.737584038169594,5.4796501120508925,1.0643187583942695,"Ketchikan Gateway, AK",2.847227796748319
2150,"Kodiak Island Borough, Alaska",34.7,13383,79173,45.84109248913718,11.933049391018455,18.045281327056713,6.941642382126578,53.32137786744377,0.500635134125383,9.048793245161772,12.433684525143839,22.864828513786147,0.2316371516102518,1.1880744227751625,9.459762385115445,9.048793245161772,1.145055297323289,"Kodiak Island, AK",2.043337130014444
2158,"Kusilvak Census Area, Alaska",24.1,8298,37358,26.932956588749036,1.289467341528079,26.428054953000725,10.44830079537238,3.2899493853940713,0.4699927693420101,1.1328030850807425,92.97421065316944,0.13256206314774646,0.07230657989877079,0.6989636056881177,2.3620149433598456,1.1328030850807425,1.1762391817466562,NA,NA
2164,"Lake and Peninsula Borough, Alaska",32.9,1156,48750,36.17846750727449,6.5743944636678195,22.145328719723185,7.352941176470589,24.307958477508652,6.920415224913495,0.25951557093425603,58.73702422145328,2.249134948096886,0.25951557093425603,0.08650519031141869,7.439446366782007,0.25951557093425603,0.8466453674121406,"Lake and Peninsula, AK",0.04887533871328484
